나이,회사와의마찰,출장,일당,부서,거리,학력,전공,사번,만족도,성별,시급,참여프로젝트,근속연차,직급,직업만족도,결혼여부,월급,이직회수,성인여부,야근,업무평가,주변평가,근무기준시간,스톡옵션레벨,경력,전년도교육출장횟수,워라밸,현회사근속년수
26,No,1~29회,583,R&D,4,2,사회과학계열,1275,3,Male,53,3,1,연구직,4,Single,2875,1,Y,Yes,좋다,2,80,0,8,2,2,8
45,Yes,1~29회,1449,영업,2,3,상경계열,1277,1,Female,94,1,5,인사관리자,2,Single,18824,2,Y,Yes,보통,1,80,0,26,2,3,24
55,No,0회,177,R&D,8,1,자연과학계열,1278,4,Male,37,2,4,연구직 관리자,2,Divorced,13577,1,Y,Yes,보통,4,80,1,34,3,3,33
21,Yes,30회 이상,251,R&D,10,2,사회과학계열,1279,1,Female,45,2,1,엔지니어,3,Single,2625,1,Y,No,좋다,3,80,0,2,2,1,2
46,No,1~29회,168,영업,4,2,상경계열,1280,4,Female,33,2,5,인사관리자,2,Married,18789,2,Y,No,보통,3,80,1,26,2,3,11
34,No,1~29회,131,영업,2,3,상경계열,1281,3,Female,86,3,2,영업직,1,Single,4538,0,Y,Yes,보통,4,80,0,4,3,3,3
51,No,30회 이상,237,영업,9,3,사회과학계열,1282,4,Male,83,3,5,인사관리자,2,Divorced,19847,4,Y,Yes,좋다,1,80,1,31,5,2,29
59,No,1~29회,1429,R&D,18,4,자연과학계열,1283,4,Male,67,3,3,제조 책임자,4,Single,10512,6,Y,No,보통,4,80,0,25,6,2,9
34,No,30회 이상,135,R&D,19,3,자연과학계열,1285,3,Female,46,3,2,엔지니어,2,Divorced,4444,4,Y,No,보통,3,80,2,15,2,4,11
28,No,30회 이상,791,R&D,1,4,자연과학계열,1286,4,Male,44,3,1,엔지니어,3,Single,2154,0,Y,Yes,보통,3,80,0,5,2,2,4
44,No,1~29회,1199,R&D,4,2,사회과학계열,1288,3,Male,92,4,5,인사관리자,1,Divorced,19190,1,Y,No,보통,4,80,2,26,4,2,25
34,No,30회 이상,648,사무직,11,3,사회과학계열,1289,3,Male,56,2,2,인사사원,2,Married,4490,4,Y,No,보통,4,80,2,14,5,4,10
35,No,1~29회,735,R&D,6,1,사회과학계열,1291,3,Male,66,3,1,연구직,3,Married,3506,0,Y,Yes,보통,4,80,0,4,3,3,3
42,No,1~29회,603,R&D,7,4,자연과학계열,1292,2,Female,78,4,2,연구직,2,Married,2372,6,Y,Yes,보통,4,80,0,18,2,3,1
43,No,1~29회,531,영업,4,4,상경계열,1293,4,Female,56,2,3,영업직,4,Single,10231,3,Y,No,보통,4,80,0,23,3,4,21
36,No,1~29회,429,R&D,2,4,사회과학계열,1294,3,Female,53,3,2,제조 책임자,2,Single,5410,9,Y,Yes,보통,4,80,0,18,2,3,16
44,Yes,1~29회,621,R&D,15,3,자연과학계열,1295,1,Female,73,3,3,연구직 관리자,4,Married,7978,1,Y,No,보통,4,80,1,10,2,3,10
28,No,30회 이상,193,R&D,2,3,사회과학계열,1296,4,Male,52,2,1,엔지니어,4,Married,3867,1,Y,Yes,보통,2,80,1,2,2,3,2
51,No,30회 이상,968,R&D,6,2,자연과학계열,1297,2,Female,40,2,1,엔지니어,3,Single,2838,0,Y,No,보통,2,80,0,8,6,2,7
30,No,0회,879,R&D,9,2,자연과학계열,1298,3,Female,72,3,2,제조 책임자,3,Single,4695,7,Y,Yes,보통,3,80,0,10,3,3,8
29,Yes,1~29회,806,R&D,7,3,공학계열,1299,2,Female,39,3,1,엔지니어,3,Divorced,3339,3,Y,Yes,보통,1,80,2,10,2,3,7
28,No,1~29회,640,R&D,1,3,공학계열,1301,4,Male,84,3,1,연구직,1,Single,2080,2,Y,No,보통,2,80,0,5,2,2,3
25,No,1~29회,266,R&D,1,3,자연과학계열,1303,4,Female,40,3,1,연구직,2,Single,2096,1,Y,No,보통,4,80,0,2,3,2,2
32,No,1~29회,604,영업,8,3,자연과학계열,1304,3,Male,56,4,2,영업직,4,Married,6209,1,Y,No,보통,3,80,2,10,4,4,10
45,No,30회 이상,364,R&D,25,3,자연과학계열,1306,2,Female,83,3,5,인사관리자,2,Single,18061,3,Y,No,좋다,3,80,0,22,4,3,0
39,No,1~29회,412,R&D,13,4,자연과학계열,1307,3,Female,94,2,4,인사관리자,2,Divorced,17123,6,Y,Yes,보통,4,80,2,21,4,3,19
58,No,1~29회,848,R&D,23,4,사회과학계열,1308,1,Male,88,3,1,연구직,3,Divorced,2372,1,Y,No,보통,4,80,2,2,3,3,2
32,Yes,1~29회,1089,R&D,7,2,사회과학계열,1309,4,Male,79,3,2,엔지니어,3,Married,4883,1,Y,No,보통,1,80,1,10,3,3,10
39,Yes,1~29회,360,R&D,23,3,자연과학계열,1310,3,Male,93,3,1,연구직,1,Single,3904,0,Y,No,보통,1,80,0,6,2,3,5
30,No,1~29회,1138,R&D,6,3,공학계열,1311,1,Female,48,2,2,엔지니어,4,Married,4627,0,Y,No,보통,1,80,1,10,6,3,9
36,No,1~29회,325,R&D,10,4,공학계열,1312,4,Female,63,3,3,연구직 관리자,3,Married,7094,3,Y,No,보통,1,80,0,10,0,3,7
46,No,1~29회,991,사무직,1,2,사회과학계열,1314,4,Female,44,3,1,인사사원,1,Single,3423,6,Y,No,보통,3,80,0,10,3,4,7
28,No,0회,1476,R&D,1,3,사회과학계열,1315,3,Female,55,1,2,엔지니어,4,Married,6674,0,Y,No,보통,1,80,3,10,6,3,9
50,No,1~29회,1322,R&D,28,3,사회과학계열,1317,4,Female,43,3,4,연구 관리자,1,Married,16880,4,Y,Yes,보통,2,80,0,25,2,3,3
40,Yes,1~29회,299,영업,25,4,상경계열,1318,4,Male,57,2,3,영업직,2,Single,9094,2,Y,Yes,보통,3,80,0,9,2,3,5
52,Yes,1~29회,1030,영업,5,3,사회과학계열,1319,2,Male,64,3,3,영업직,2,Single,8446,9,Y,Yes,보통,3,80,0,10,2,2,8
30,No,1~29회,634,R&D,17,4,자연과학계열,1321,2,Female,95,3,3,인사관리자,1,Married,11916,1,Y,Yes,좋다,4,80,2,9,2,3,9
39,No,1~29회,524,R&D,18,2,사회과학계열,1322,1,Male,32,3,2,제조 책임자,3,Single,4534,0,Y,No,보통,1,80,0,9,6,3,8
31,No,0회,587,영업,2,4,사회과학계열,1324,4,Female,57,3,3,영업직,3,Divorced,9852,1,Y,Yes,보통,1,80,1,10,5,2,10
41,No,0회,256,영업,10,2,자연과학계열,1329,3,Male,40,1,2,영업직,2,Single,6151,1,Y,No,보통,1,80,0,19,4,3,19
31,Yes,30회 이상,1060,영업,1,3,사회과학계열,1331,4,Female,54,3,1,영업 담당자,2,Single,2302,1,Y,Yes,보통,1,80,0,3,2,4,3
44,Yes,1~29회,935,R&D,3,3,사회과학계열,1333,1,Male,89,3,1,엔지니어,1,Married,2362,4,Y,No,보통,3,80,0,10,4,4,3
42,No,0회,495,R&D,2,1,사회과학계열,1334,3,Male,37,3,4,인사관리자,3,Married,17861,0,Y,Yes,보통,4,80,0,21,3,2,20
55,No,1~29회,282,R&D,2,2,자연과학계열,1336,4,Female,58,1,5,인사관리자,3,Married,19187,4,Y,No,보통,4,80,1,23,5,3,19
56,No,1~29회,206,사무직,8,4,사회과학계열,1338,4,Male,99,3,5,인사관리자,2,Single,19717,6,Y,No,보통,1,80,0,36,4,3,7
40,No,0회,458,R&D,16,2,사회과학계열,1340,3,Male,74,3,1,연구직,3,Divorced,3544,9,Y,No,보통,2,80,1,6,0,3,4
34,No,1~29회,943,R&D,9,3,사회과학계열,1344,4,Male,86,3,3,연구직 관리자,4,Divorced,8500,0,Y,No,보통,4,80,1,10,0,2,9
40,No,1~29회,523,R&D,2,3,사회과학계열,1346,3,Male,98,3,2,연구직,4,Single,4661,1,Y,No,보통,3,80,0,9,4,3,9
41,No,30회 이상,1018,영업,1,3,상경계열,1349,3,Female,66,3,2,영업직,1,Divorced,4103,0,Y,No,보통,4,80,1,10,2,3,9
35,No,30회 이상,482,R&D,4,4,사회과학계열,1350,3,Male,87,3,2,연구직,3,Single,4249,1,Y,Yes,보통,2,80,0,9,3,3,9
51,No,1~29회,770,사무직,5,3,사회과학계열,1352,3,Male,84,3,4,인사관리자,2,Divorced,14026,1,Y,Yes,보통,2,80,1,33,2,3,33
38,No,1~29회,1009,영업,2,2,사회과학계열,1355,2,Female,31,3,2,영업직,1,Divorced,6893,3,Y,No,보통,4,80,1,11,3,3,7
34,No,1~29회,507,영업,15,2,자연과학계열,1356,3,Female,66,3,2,영업직,1,Single,6125,1,Y,No,보통,4,80,0,10,6,4,10
25,No,1~29회,882,R&D,19,1,자연과학계열,1358,4,Male,67,3,1,엔지니어,4,Married,3669,3,Y,No,보통,3,80,3,7,6,2,3
58,Yes,1~29회,601,R&D,7,4,자연과학계열,1360,3,Female,53,2,3,제조 책임자,1,Married,10008,7,Y,Yes,보통,4,80,0,31,0,2,10
40,No,1~29회,329,R&D,1,4,사회과학계열,1361,2,Male,88,3,1,엔지니어,2,Married,2387,3,Y,No,좋다,3,80,1,7,3,3,4
36,No,30회 이상,607,영업,7,3,상경계열,1362,1,Female,83,4,2,영업직,1,Married,4639,2,Y,No,보통,4,80,1,17,2,2,15
48,No,1~29회,855,R&D,4,3,사회과학계열,1363,4,Male,54,3,3,제조 책임자,4,Single,7898,1,Y,No,보통,3,80,0,11,2,3,10
27,No,1~29회,1291,영업,11,3,자연과학계열,1364,3,Female,98,4,1,영업 담당자,4,Married,2534,8,Y,No,보통,2,80,1,5,4,3,1
51,No,1~29회,1405,R&D,11,2,공학계열,1367,4,Female,82,2,4,제조 책임자,2,Single,13142,3,Y,No,보통,2,80,0,29,1,2,5
18,No,0회,1124,R&D,1,3,사회과학계열,1368,4,Female,97,3,1,엔지니어,4,Single,1611,1,Y,No,보통,3,80,0,0,5,4,0
35,No,1~29회,817,R&D,1,3,자연과학계열,1369,4,Female,60,2,2,엔지니어,4,Married,5363,0,Y,No,보통,2,80,1,10,0,3,9
27,No,30회 이상,793,영업,2,1,사회과학계열,1371,4,Male,43,1,2,영업직,4,Single,5071,3,Y,No,좋다,2,80,0,8,3,3,6
55,Yes,1~29회,267,영업,13,4,상경계열,1372,1,Male,85,4,4,영업직,3,Single,13695,6,Y,Yes,보통,3,80,0,24,2,2,19
56,No,1~29회,1369,R&D,23,3,사회과학계열,1373,4,Male,68,3,4,제조 책임자,2,Married,13402,4,Y,Yes,보통,1,80,1,33,0,3,19
34,No,0회,999,R&D,26,1,공학계열,1374,1,Female,92,2,1,연구직,3,Divorced,2029,1,Y,No,좋다,3,80,3,5,2,3,5
40,No,1~29회,1202,R&D,2,1,자연과학계열,1375,2,Female,89,4,2,연구직 관리자,3,Divorced,6377,5,Y,No,좋다,2,80,3,15,0,3,12
34,No,1~29회,285,R&D,29,3,자연과학계열,1377,2,Male,86,3,2,엔지니어,3,Married,5429,4,Y,No,보통,1,80,2,10,1,3,8
31,Yes,30회 이상,703,영업,2,3,사회과학계열,1379,3,Female,90,2,1,영업 담당자,4,Single,2785,7,Y,No,보통,3,80,0,3,3,4,1
35,Yes,30회 이상,662,영업,18,4,상경계열,1380,4,Female,67,3,2,영업직,3,Married,4614,0,Y,Yes,보통,3,80,1,5,0,2,4
38,No,30회 이상,693,R&D,7,3,사회과학계열,1382,4,Male,57,4,1,연구직,3,Divorced,2610,1,Y,No,보통,4,80,3,4,2,3,4
34,No,1~29회,404,R&D,2,4,공학계열,1383,3,Female,98,3,2,연구직 관리자,4,Single,6687,1,Y,No,보통,4,80,0,14,2,4,14
28,No,1~29회,736,영업,26,3,사회과학계열,1387,3,Male,48,2,2,영업직,1,Married,4724,1,Y,No,보통,3,80,1,5,0,3,5
31,Yes,1~29회,330,R&D,22,4,자연과학계열,1389,4,Male,98,3,2,제조 책임자,3,Married,6179,1,Y,Yes,보통,4,80,2,10,3,2,10
39,No,1~29회,1498,영업,21,4,사회과학계열,1390,1,Male,44,2,2,영업직,4,Married,6120,3,Y,Yes,보통,4,80,2,8,2,4,5
51,No,30회 이상,541,영업,2,3,상경계열,1391,2,Male,52,3,3,영업직,2,Married,10596,2,Y,No,보통,2,80,0,14,5,3,4
41,No,30회 이상,1200,R&D,22,3,사회과학계열,1392,4,Female,75,3,2,연구직,4,Divorced,5467,3,Y,Yes,보통,1,80,2,12,4,2,6
37,No,1~29회,1439,R&D,4,1,사회과학계열,1394,3,Male,54,3,1,연구직,3,Married,2996,7,Y,Yes,보통,4,80,0,8,2,3,6
33,No,30회 이상,1111,영업,5,1,사회과학계열,1395,2,Male,61,3,2,영업직,4,Married,9998,6,Y,No,보통,1,80,0,8,2,4,5
32,No,1~29회,499,영업,2,1,상경계열,1396,3,Male,36,3,2,영업직,2,Married,4078,0,Y,Yes,보통,1,80,3,4,3,2,3
39,No,0회,1485,R&D,25,2,사회과학계열,1397,3,Male,71,3,3,연구직 관리자,3,Married,10920,3,Y,No,좋다,2,80,1,13,2,3,6
25,No,1~29회,1372,영업,18,1,사회과학계열,1399,1,Male,93,4,2,영업직,3,Married,6232,2,Y,No,보통,2,80,0,6,3,2,3
52,No,30회 이상,322,R&D,28,2,자연과학계열,1401,4,Female,59,4,4,제조 책임자,3,Married,13247,2,Y,Yes,보통,2,80,1,24,3,2,5
43,No,1~29회,930,R&D,6,3,자연과학계열,1402,1,Female,73,2,2,연구직,3,Single,4081,1,Y,Yes,보통,1,80,0,20,3,1,20
27,No,1~29회,205,영업,10,3,상경계열,1403,4,Female,98,2,2,영업직,4,Married,5769,1,Y,Yes,보통,4,80,0,6,3,3,6
27,Yes,1~29회,135,R&D,17,4,사회과학계열,1405,4,Female,51,3,1,연구직,3,Single,2394,1,Y,Yes,보통,4,80,0,8,2,3,8
26,No,1~29회,683,R&D,2,1,자연과학계열,1407,1,Male,36,2,1,연구직,4,Single,3904,0,Y,No,보통,4,80,0,5,2,3,4
42,No,1~29회,1147,사무직,10,3,인문학,1408,3,Female,31,3,4,인사관리자,1,Married,16799,0,Y,No,보통,3,80,1,21,5,3,20
52,No,1~29회,258,R&D,8,4,기타,1409,3,Female,54,3,1,엔지니어,1,Married,2950,9,Y,No,보통,3,80,0,12,2,1,5
37,No,1~29회,1462,R&D,11,3,자연과학계열,1411,1,Female,94,3,1,엔지니어,3,Single,3629,4,Y,No,보통,1,80,0,8,6,3,3
35,No,30회 이상,200,R&D,18,2,사회과학계열,1412,3,Male,60,3,3,제조 책임자,4,Single,9362,2,Y,No,보통,3,80,0,10,2,3,2
25,No,1~29회,949,R&D,1,3,공학계열,1415,1,Male,81,3,1,엔지니어,4,Married,3229,4,Y,No,보통,2,80,1,7,2,2,3
26,No,1~29회,652,R&D,7,3,기타,1417,3,Male,100,4,1,엔지니어,1,Single,3578,0,Y,No,보통,4,80,0,8,2,3,7
29,No,1~29회,332,사무직,17,3,기타,1419,2,Male,51,2,3,인사사원,1,Single,7988,1,Y,No,보통,1,80,0,10,3,2,10
49,Yes,30회 이상,1475,R&D,28,2,사회과학계열,1420,1,Male,97,2,2,엔지니어,1,Single,4284,3,Y,No,좋다,1,80,0,20,2,3,4
29,Yes,30회 이상,337,R&D,14,1,기타,1421,3,Female,84,3,3,연구직 관리자,4,Single,7553,0,Y,Yes,보통,1,80,0,9,1,3,8
54,No,1~29회,971,R&D,1,3,자연과학계열,1422,4,Female,54,3,4,연구 관리자,4,Single,17328,6,Y,No,보통,4,80,0,29,3,2,20
58,No,1~29회,1055,R&D,1,3,자연과학계열,1423,4,Female,76,3,5,연구 관리자,1,Married,19701,3,Y,Yes,좋다,3,80,1,32,3,3,9
55,No,1~29회,1136,R&D,1,4,자연과학계열,1424,2,Male,81,4,4,연구 관리자,4,Divorced,14732,2,Y,No,보통,4,80,2,31,4,4,7
36,No,1~29회,1174,영업,3,4,상경계열,1425,1,Female,99,3,2,영업직,2,Single,9278,3,Y,Yes,보통,4,80,0,15,3,3,5
31,Yes,30회 이상,667,영업,1,4,사회과학계열,1427,2,Female,50,1,1,영업 담당자,3,Single,1359,1,Y,No,보통,2,80,0,1,3,3,1
30,No,1~29회,855,영업,7,4,상경계열,1428,4,Female,73,3,2,영업직,1,Divorced,4779,7,Y,No,보통,2,80,2,8,3,3,3
31,No,1~29회,182,R&D,8,5,사회과학계열,1430,1,Female,93,3,4,연구 관리자,2,Single,16422,3,Y,No,보통,3,80,0,9,3,4,3
34,No,30회 이상,560,R&D,1,4,기타,1431,4,Male,91,3,1,연구직,1,Divorced,2996,5,Y,No,보통,3,80,2,10,2,3,4
31,Yes,1~29회,202,R&D,8,3,사회과학계열,1433,1,Female,34,2,1,연구직,2,Single,1261,1,Y,No,보통,3,80,0,1,3,4,1
27,No,1~29회,1377,R&D,11,1,사회과학계열,1434,2,Male,91,3,1,엔지니어,1,Married,2099,0,Y,No,보통,2,80,0,6,3,4,5
36,No,1~29회,172,R&D,4,4,사회과학계열,1435,1,Male,37,2,2,엔지니어,4,Single,5810,1,Y,No,보통,3,80,0,10,2,2,10
36,No,1~29회,329,영업,16,4,상경계열,1436,3,Female,98,2,2,영업직,1,Married,5647,4,Y,No,보통,1,80,2,11,3,2,3
47,No,1~29회,465,R&D,1,3,공학계열,1438,1,Male,74,3,1,연구직,4,Married,3420,7,Y,No,보통,3,80,1,17,2,2,6
25,Yes,1~29회,383,영업,9,2,사회과학계열,1439,1,Male,68,2,1,영업 담당자,1,Married,4400,3,Y,No,보통,1,80,0,6,2,3,3
37,No,0회,1413,R&D,5,2,공학계열,1440,3,Male,84,4,1,엔지니어,3,Single,3500,0,Y,No,보통,1,80,0,7,2,1,6
56,No,1~29회,1255,R&D,1,2,사회과학계열,1441,1,Female,90,3,1,연구직,1,Married,2066,2,Y,No,좋다,4,80,1,5,3,4,3
47,No,1~29회,359,R&D,2,4,자연과학계열,1443,1,Female,82,3,4,연구 관리자,3,Married,17169,3,Y,No,보통,2,80,2,26,2,4,20
24,No,1~29회,1476,영업,4,1,자연과학계열,1445,4,Female,42,3,2,영업직,3,Married,4162,1,Y,Yes,보통,3,80,2,5,3,3,5
32,No,1~29회,601,영업,7,5,상경계열,1446,4,Male,97,3,2,영업직,4,Married,9204,4,Y,No,보통,3,80,1,7,3,2,4
34,No,1~29회,401,R&D,1,3,사회과학계열,1447,4,Female,86,2,1,엔지니어,2,Married,3294,5,Y,No,보통,1,80,1,7,2,2,5
41,No,1~29회,1283,R&D,5,5,자연과학계열,1448,2,Male,90,4,1,연구직,3,Married,2127,2,Y,Yes,보통,1,80,0,7,5,2,4
40,No,0회,663,R&D,9,4,기타,1449,3,Male,81,3,2,엔지니어,3,Divorced,3975,3,Y,No,보통,3,80,2,11,2,4,8
31,No,1~29회,326,영업,8,2,사회과학계열,1453,1,Male,31,3,3,영업직,4,Divorced,10793,1,Y,No,보통,1,80,1,13,5,3,13
46,Yes,1~29회,377,영업,9,3,상경계열,1457,1,Male,52,3,3,영업직,4,Divorced,10096,4,Y,No,보통,1,80,1,28,1,4,7
39,Yes,0회,592,R&D,2,3,사회과학계열,1458,1,Female,54,2,1,엔지니어,1,Single,3646,2,Y,Yes,좋다,2,80,0,11,2,4,1
31,Yes,30회 이상,1445,R&D,1,5,사회과학계열,1459,3,Female,100,4,3,제조 책임자,2,Single,7446,1,Y,No,보통,1,80,0,10,2,3,10
45,No,1~29회,1038,R&D,20,3,자연과학계열,1460,2,Male,95,1,3,연구직 관리자,1,Divorced,10851,2,Y,Yes,보통,2,80,1,24,2,3,7
31,No,1~29회,1398,사무직,8,2,자연과학계열,1461,4,Female,96,4,1,인사사원,2,Single,2109,9,Y,No,보통,4,80,0,8,3,3,3
31,Yes,30회 이상,523,R&D,2,3,사회과학계열,1464,2,Male,94,3,1,엔지니어,4,Married,3722,6,Y,Yes,보통,3,80,1,7,2,1,2
45,No,1~29회,1448,R&D,29,3,공학계열,1465,2,Male,55,3,3,제조 책임자,4,Married,9380,4,Y,Yes,보통,4,80,2,10,4,4,3
48,No,1~29회,1221,영업,7,3,상경계열,1466,3,Male,96,3,2,영업직,1,Divorced,5486,4,Y,No,보통,1,80,3,15,3,3,2
34,Yes,1~29회,1107,사무직,9,4,공학계열,1467,1,Female,52,3,1,인사사원,3,Married,2742,1,Y,No,보통,4,80,0,2,0,3,2
40,No,0회,218,R&D,8,1,자연과학계열,1468,4,Male,55,2,3,연구 관리자,2,Divorced,13757,2,Y,No,보통,3,80,1,16,5,3,9
28,No,1~29회,866,영업,5,3,자연과학계열,1469,4,Male,84,3,2,영업직,1,Single,8463,0,Y,No,보통,4,80,0,6,4,3,5
44,No,0회,981,R&D,5,3,사회과학계열,1471,3,Male,90,2,1,엔지니어,3,Single,3162,3,Y,No,보통,4,80,0,7,5,3,5
53,No,1~29회,447,R&D,2,3,자연과학계열,1472,4,Male,39,4,4,연구 관리자,2,Single,16598,4,Y,No,보통,2,80,0,35,2,2,9
49,No,1~29회,1495,R&D,5,4,공학계열,1473,1,Male,96,3,2,연구직 관리자,3,Married,6651,2,Y,No,보통,2,80,1,20,0,2,3
40,No,1~29회,896,R&D,2,3,자연과학계열,1474,3,Male,68,3,1,연구직,3,Divorced,2345,2,Y,No,보통,3,80,1,8,3,4,3
44,No,1~29회,1467,R&D,20,3,사회과학계열,1475,4,Male,49,3,1,연구직,2,Single,3420,1,Y,No,보통,3,80,0,6,3,2,5
33,No,30회 이상,430,영업,7,3,자연과학계열,1477,4,Male,54,3,2,영업직,1,Married,4373,0,Y,No,보통,1,80,2,5,2,3,4
34,No,1~29회,1326,영업,3,3,기타,1478,4,Male,81,1,2,영업직,1,Single,4759,3,Y,No,보통,4,80,0,15,2,3,13
30,No,1~29회,1358,영업,16,1,사회과학계열,1479,4,Male,96,3,2,영업직,3,Married,5301,8,Y,No,보통,3,80,2,4,2,2,2
42,No,30회 이상,748,R&D,9,2,자연과학계열,1480,1,Female,74,3,1,엔지니어,4,Single,3673,1,Y,No,보통,3,80,0,12,3,3,12
44,No,30회 이상,383,영업,1,5,상경계열,1481,1,Female,79,3,2,영업직,3,Married,4768,7,Y,No,보통,3,80,1,11,4,2,1
30,No,0회,990,R&D,7,3,공학계열,1482,3,Male,64,3,1,연구직,3,Divorced,1274,1,Y,No,보통,2,80,2,1,2,2,1
57,No,1~29회,405,R&D,1,2,사회과학계열,1483,2,Male,93,4,2,연구직,3,Married,4900,0,Y,No,좋다,1,80,1,13,2,2,12
49,No,1~29회,1490,R&D,7,4,사회과학계열,1484,3,Male,35,3,3,연구직 관리자,2,Divorced,10466,3,Y,No,보통,2,80,2,29,3,3,8
34,No,30회 이상,829,R&D,15,3,자연과학계열,1485,2,Male,71,3,4,연구 관리자,1,Divorced,17007,7,Y,No,보통,4,80,2,16,3,2,14
28,Yes,30회 이상,1496,영업,1,3,공학계열,1486,1,Male,92,3,1,영업 담당자,3,Married,2909,3,Y,No,보통,4,80,1,5,3,4,3
29,Yes,30회 이상,115,영업,13,3,공학계열,1487,1,Female,51,3,2,영업직,2,Single,5765,5,Y,No,보통,1,80,0,7,4,1,5
34,Yes,1~29회,790,영업,24,4,자연과학계열,1489,1,Female,40,2,2,영업직,2,Single,4599,0,Y,Yes,좋다,3,80,0,16,2,4,15
35,No,1~29회,660,영업,7,1,사회과학계열,1492,4,Male,76,3,1,영업 담당자,3,Married,2404,1,Y,No,보통,1,80,1,1,3,3,1
24,Yes,30회 이상,381,R&D,9,3,자연과학계열,1494,2,Male,89,3,1,엔지니어,1,Single,3172,2,Y,Yes,보통,3,80,0,4,2,2,0
24,No,0회,830,영업,13,2,사회과학계열,1495,4,Female,78,3,1,영업 담당자,2,Married,2033,1,Y,No,보통,3,80,1,1,2,3,1
44,No,30회 이상,1193,R&D,2,1,자연과학계열,1496,2,Male,86,3,3,제조 책임자,3,Single,10209,5,Y,Yes,보통,2,80,0,16,2,2,2
29,No,1~29회,1246,영업,19,3,사회과학계열,1497,3,Male,77,2,2,영업직,3,Divorced,8620,1,Y,No,보통,3,80,2,10,3,3,10
30,No,1~29회,330,사무직,1,3,사회과학계열,1499,3,Male,46,3,1,인사사원,3,Divorced,2064,0,Y,No,좋다,1,80,1,6,3,4,5
55,No,1~29회,1229,R&D,4,4,사회과학계열,1501,4,Male,30,3,2,연구직 관리자,3,Married,4035,0,Y,Yes,보통,2,80,0,4,2,3,3
33,No,1~29회,1099,R&D,4,4,자연과학계열,1502,1,Female,82,2,1,엔지니어,2,Married,3838,8,Y,No,보통,4,80,0,8,5,3,5
47,No,1~29회,571,영업,14,3,자연과학계열,1503,3,Female,78,3,2,영업직,3,Married,4591,3,Y,Yes,보통,3,80,1,11,4,2,5
28,Yes,30회 이상,289,R&D,2,2,자연과학계열,1504,3,Male,38,2,1,엔지니어,1,Single,2561,7,Y,No,보통,3,80,0,8,2,2,0
28,No,1~29회,1423,R&D,1,3,사회과학계열,1506,1,Male,72,2,1,연구직,3,Divorced,1563,1,Y,No,보통,4,80,1,1,2,1,1
28,No,30회 이상,467,영업,7,3,사회과학계열,1507,3,Male,55,3,2,영업직,1,Single,4898,0,Y,No,보통,4,80,0,5,5,3,4
49,No,1~29회,271,R&D,3,2,자연과학계열,1509,3,Female,43,2,2,엔지니어,1,Married,4789,4,Y,No,좋다,1,80,1,10,3,3,3
29,No,30회 이상,410,R&D,2,1,사회과학계열,1513,4,Female,97,3,1,엔지니어,2,Married,3180,0,Y,No,보통,3,80,3,4,3,3,3
28,No,1~29회,1083,R&D,29,1,사회과학계열,1514,3,Male,96,1,2,제조 책임자,2,Married,6549,1,Y,No,보통,2,80,2,8,2,2,8
33,No,1~29회,516,R&D,8,5,사회과학계열,1515,4,Male,69,3,2,연구직 관리자,3,Single,6388,2,Y,Yes,보통,1,80,0,14,6,3,0
32,No,1~29회,495,R&D,10,3,자연과학계열,1516,3,Male,64,3,3,인사관리자,4,Single,11244,2,Y,No,좋다,2,80,0,10,5,4,5
54,No,30회 이상,1050,R&D,11,4,자연과학계열,1520,2,Female,87,3,4,인사관리자,4,Divorced,16032,3,Y,No,좋다,1,80,1,26,2,3,14
29,Yes,1~29회,224,R&D,1,4,공학계열,1522,1,Male,100,2,1,연구직,1,Single,2362,6,Y,No,보통,3,80,0,11,2,1,9
44,No,1~29회,136,R&D,28,3,사회과학계열,1523,4,Male,32,3,4,연구 관리자,1,Married,16328,3,Y,No,보통,3,80,1,24,1,4,20
39,No,1~29회,1089,R&D,6,3,사회과학계열,1525,2,Female,32,3,3,제조 책임자,2,Single,8376,4,Y,No,보통,4,80,0,9,3,3,2
46,No,1~29회,228,영업,3,3,사회과학계열,1527,3,Female,51,3,4,인사관리자,2,Married,16606,8,Y,No,보통,4,80,1,23,2,4,13
35,No,1~29회,1029,R&D,16,3,사회과학계열,1529,4,Female,91,2,3,연구직 관리자,2,Single,8606,1,Y,No,보통,4,80,0,11,3,1,11
23,No,1~29회,507,R&D,20,1,사회과학계열,1533,1,Male,97,3,2,엔지니어,3,Single,2272,0,Y,No,보통,2,80,0,5,2,3,4
40,Yes,1~29회,676,R&D,9,4,사회과학계열,1534,4,Male,86,3,1,엔지니어,1,Single,2018,3,Y,No,보통,2,80,0,15,3,1,5
34,No,1~29회,971,영업,1,3,공학계열,1535,4,Male,64,2,3,영업직,3,Married,7083,1,Y,Yes,보통,4,80,0,10,3,3,10
31,Yes,30회 이상,561,R&D,3,3,사회과학계열,1537,4,Female,33,3,1,연구직,3,Single,4084,1,Y,No,보통,1,80,0,7,2,1,7
50,No,30회 이상,333,R&D,22,5,자연과학계열,1539,3,Male,88,1,4,연구 관리자,4,Single,14411,1,Y,Yes,보통,4,80,0,32,2,3,32
34,No,1~29회,1440,영업,7,2,공학계열,1541,2,Male,55,3,1,영업 담당자,3,Married,2308,0,Y,Yes,좋다,2,80,1,12,4,3,11
